,Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
5214,,Chris Crawford,4217575/chris-crawford,USA,Light Heavyweight,,,,,,
5215,,Curtis Crawford,2501783/curtis-crawford,,Heavyweight,,,,,,
5216,,Daniel Crawford,4215816/daniel-crawford,England,Featherweight,,,,,145.0,69.0
5217,,Earl Crawford,2555303/earl-crawford,,Light Heavyweight,,,,,,
5218,,George Crawford,3098430/george-crawford,,,,,,,,
5219,,Jared Crawford,3909539/jared-crawford,USA,,,1989-01-10,,,,
5220,,Joel Crawford,3153179/joel-crawford,,,,,,,,
5221,,Kingsley Crawford,4720070/kingsley-crawford,England,,Revolution MMA,1997-11-27,,,145.0,68.0
5222,,Randy Crawford,2594121/randy-crawford,,,,,,,,
5223,,Randy Crawford,3050586/randy-crawford,,,,,,,,
5224,,Ruben Crawford,3088219/ruben-crawford,Germany,Welterweight,Combat Club Cologne,1989-08-26,,,165.0,72.0
5225,,Donald Crawford Jr.,3899950/donald-crawford-jr,USA,,,1987-07-12,,,,
5226,,Pat Crawley,3103154/pat-crawley,,Welterweight,,,,,,
5227,,Sam Creasey,4284129/sam-creasey,England,Flyweight,Elite Training Centre,1988-02-19,Urai,,125.0,66.0
5228,,Colton Creason,4356953/colton-creason,USA,,,1990-12-19,,,,
5229,Orthodox,Tim Credeur,2335490/tim-credeur,USA,Middleweight,Gladiators Training Academy,1977-07-09,Crazy,75.0,,
5230,,Joseph Creer,4574958/joseph-creer,USA,,,1981-12-28,,,185.0,76.0
5231,,Bryan Creighton,3965909/bryan-creighton,,,,1986-04-26,,,134.0,65.0
5232,,Jeff Creighton,4878555/jeff-creighton,USA,Lightweight,,,,,155.0,71.0
5233,Southpaw,Paul Creighton,2487848/paul-creighton,,Lightweight,,,,,,
5234,,Shane Crenshaw,3821550/shane-crenshaw,,,,,,,,
5235,,Victer Crenshaw,3001932/victer-crenshaw,USA,,,1987-03-24,,,,
5236,,Anderson Crepaldi,3043736/anderson-crepaldi,,,,,,,,
5237,,Brandon Crespin,3961762/brandon-crespin,USA,,,,,,,
5238,,Paul Cressaty,4415888/paul-cressaty,,,,,,,,
5239,,Jeff Cressman,2950981/jeff-cressman,,Flyweight,,,,,,
5240,,Chance Cretsinger,4684014/chance-cretsinger,,,,,,,,
5241,,Brandon Crick,3094386/brandon-crick,,,,,,,,
5242,,Elaineleal Cris,4054606/elaineleal-cris,,,,,,,,
5243,,Catalin Crisan,4349728/catalin-crisan,,,,,,,,
5244,,Cassie Crisano,3161694/cassie-crisano,,,,,,,,
5245,,Roxanei Crisen,4422084/roxanei-crisen,Romania,,,,,,,
5246,,Eugene Crisler,2975300/eugene-crisler,,Bantamweight,,,,,,
5247,,Mike Crisman,2553019/mike-crisman,,,,,,,,
5248,,Ramie Crisostomo,4058201/ramie-crisostomo,,,,,,,,
5249,,Darren Crisp Jr.,2553297/darren-crisp-jr,,,,,,,,
5250,,Alexander Crispim,2555384/alexander-crispim,,,,,,,,
5251,,Alex Crispin,2951177/alex-crispin,,Lightweight,,,,,,
5252,,Bogdan Cristea,3077364/bogdan-cristea,,,,,,,,
5253,,Douglas Cristian,3026439/douglas-cristian,,,,,,,,
5254,,Daniela Cristina,3034803/daniela-cristina,,,,,,,,
5255,,Juliana Cristina,3925484/juliana-cristina,,,,,,,,
5256,,Natalia Cristina da Silva,4388890/natalia-cristina-da-silva,Brazil,,,1997-02-03,,,,
5257,,Thayani Cristine,4197411/thayani-cristine,,,,,,,,
5258,,Luciano Cristovam,4294280/luciano-cristovam,USA,,,,,,,
5259,,Mike Criswell,3104478/mike-criswell,,,,,,,,
5260,,Hayden Critchfield,3158683/hayden-critchfield,,,,,,,,
5261,,Greg Criticos,4587832/greg-criticos,Australia,,,1984-04-24,,,,
5262,,Eric Crittendon,4411985/eric-crittendon,,Light Heavyweight,,1982-09-11,,,,
5263,,Rick Crocker,2594017/rick-crocker,,,,,,,,
5264,,Johan Croes,3089410/johan-croes,,Flyweight,,,,,,
5265,,Paul Croft,4200462/paul-croft,,,,,,,,
5266,,Adrian Croitoru,4585720/adrian-croitoru,Italy,,,,,,,
5267,,Stefan Croitoru,4014942/stefan-croitoru,Moldova,Middleweight,,,,,,
5268,,Sammy Croke,4406582/sammy-croke,,,,,,,,
5269,,David-Tonatiuth Crol,4320697/david-tonatiuth-crol,,,,,,,,
5270,,Matheus Cromado,3094571/matheus-cromado,,,,,,,,
5271,,Joe Cronin,2410609/joe-cronin,USA,,,1981-10-25,,,,
5272,,John Cronk,2488470/john-cronk,,Lightweight,,,The Terminator,,,
5273,,Ben Crook,3090901/ben-crook,,,,,,,,
5274,Orthodox,Kevin Croom,2517087/kevin-croom,USA,Lightweight,Glory MMA & Fitness,1987-07-15,Crash,73.0,145.0,71.0
5275,,Kiefer Crosbie,4425962/kiefer-crosbie,Ireland,Lightweight,SBG Ireland,1990-04-05,,,155.0,71.0
5276,,Chris Crosby,4816285/chris-crosby,USA,,,1986-02-27,,,,
5277,,Doug Crosby,2593958/doug-crosby,,,,,,,,
5278,,Jeremiah Crosby,2516664/jeremiah-crosby,,Lightweight,,,,,,
5279,,Steve Crosby,3895152/steve-crosby,USA,,,,,,,
5280,,Tom Crosby,4764293/tom-crosby,England,Middleweight,AVT Fight Team,,The Viking,,,
5281,,Cy Cross,2560697/cy-cross,,Heavyweight,,,,,,
5282,,Joshua Cross,2502719/joshua-cross,,Middleweight,,,,,,
5283,Southpaw,Kenneth Cross,4683705/kenneth-cross,USA,Lightweight,Michigan Top Team,1994-10-04,The Boss,72.0,155.0,72.0
5284,,Alex Crossan,3153379/alex-crossan,,,,,,,,
5285,,Chris Crossan,4710375/chris-crossan,,,,,,,,
5286,,Jeff Crotty,3949550/jeff-crotty,,,,,,,,
5287,,Dillion Croushorn,2560730/dillion-croushorn,,,,,,,,
5288,Orthodox,Allen Crowder,3983543/allen-crowder,USA,Heavyweight,Team Rubao Carioca BJJ,1989-11-08,Pretty Boy,76.5,255.0,75.0
5289,,Ben Crowder,2976044/ben-crowder,USA,,,,,,,
5290,,Rusty Crowder,4204319/rusty-crowder,,,,,,,,
5291,,Tony Crowder,3093015/tony-crowder,,,,,,,,
5292,,Larry Crowe,3025402/larry-crowe,USA,Middleweight,Silverback Fight Club,,TAE KWON,,185.0,71.0
5293,,Kurt Crowhurst,4010982/kurt-crowhurst,,,,,,,,
5294,,Nyrene Crowley,4794733/nyrene-crowley,New Zealand,Women's Strawweight,Bali Muay Thai & MMA,1989-05-17,,,115.0,61.0
5295,,Struan Croxson,4739503/struan-croxson,Wales,,,,,,155.0,71.0
5296,Switch,Daron Cruickshank,2512969/daron-cruickshank,USA,Lightweight,Michigan Top Team,1985-06-11,Detroit Superstar,72.0,155.0,68.0
5297,,Chris Cruit,2558066/chris-cruit,,Middleweight,,,,,,
5298,,Kurt Crum,3165113/kurt-crum,,,,,,,,
5299,,Chris Crumpton,3092955/chris-crumpton,,,,,,,,
5300,Orthodox,Richard Crunkilton,2502025/richard-crunkilton,USA,,AKA (American Kickboxing Academy),1979-11-25,,,,
5301,,Kyle Crutchmer,4706976/kyle-crutchmer,USA,Welterweight,AKA (American Kickboxing Academy),1993-05-05,,68.0,171.0,67.0
5302,Orthodox,Jimmy Crute,4354420/jimmy-crute,Australia,Light Heavyweight,Greco and Stewie's House,1996-03-04,,74.0,205.0,74.0
5303,,Will Cruthirds,3019679/will-cruthirds,,Lightweight,,,,,,
5304,Switch,Aalon Cruz,4043437/aalon-cruz,USA,Featherweight,Xtreme Couture,1989-09-20,,78.0,155.0,72.0
5305,,Adam Cruz,4387349/adam-cruz,,,,,,,,
5306,,Adrian Cruz,3092543/adrian-cruz,,,,1982-04-02,,,,
5307,,Alberto Cruz,4237548/alberto-cruz,Brazil,,,,,,,
5308,,Anderson Cruz,2501487/anderson-cruz,Brazil,,,1976-05-14,,,,
5309,,Andrew Cruz,4349232/andrew-cruz,USA,Featherweight,,,Hurricane,,145.0,66.0
5310,,Angel Cruz,4070721/angel-cruz,,,,,,,,
5311,Orthodox,Dominick Cruz,2335888/dominick-cruz,USA,Bantamweight,Alliance MMA,1985-03-09,The Dominator,68.0,135.0,68.0
5312,,Felipe Cruz,3053404/felipe-cruz,,,,,,,,
5313,,Helton Cruz,4330226/helton-cruz,Brazil,,,,,,,
5314,,Israel Cruz,4426032/israel-cruz,USA,,,,,,,
5315,,Jerome Cruz,4874628/jerome-cruz,Guam,,,,,,,
5316,,Jesse Cruz,4062432/jesse-cruz,,,,,,,,
5317,,Julio Cruz,2527779/julio-cruz,,Welterweight,,,,,,
5318,,Julio Cesar Cruz,3115865/julio-cesar-cruz,,,,,,,,
5319,,Justin Cruz,3031805/justin-cruz,Guam,Bantamweight,,1986-04-29,The Shocker,,,
5320,,Lucas Cruz,3109428/lucas-cruz,Brazil,,,1992-12-16,,,,
5321,,Marcelo Cruz,2984144/marcelo-cruz,Brazil,Light Heavyweight,,,The Rock,,205.0,74.0
5322,Orthodox,Marcio Cruz,2354047/marcio-cruz,Brazil,Light Heavyweight,,1978-04-24,Pe de Pano,,,
5323,,Plinio Cruz,2553848/plinio-cruz,USA,Heavyweight,,,,,,
5324,,Ramos Cruz,4685221/ramos-cruz,USA,Flyweight,,1985-11-17,The Aztec Warrior,,,
5325,,Thiago Cruz,3101047/thiago-cruz,,,,,,,,
5326,,Wascar Cruz,3076925/wascar-cruz,,,,,,,,
5327,,Juan Cruz Cipriani,4424587/juan-cruz-cipriani,Argentina,,,1993-04-04,,,155.0,69.0
5328,,Helisom Cruz da Silva,4706928/helisom-cruz-da-silva,Brazil,Welterweight,,1985-02-22,Nego Velho,,170.0,74.0
5329,,Hernando Cruz Rezende,4704459/hernando-cruz-rezende,Brazil,,,,,,170.0,70.0
5330,,Jonathan Cruz Santos,4887319/jonathan-cruz-santos,Mexico,,,1990-08-22,,,,
5331,,Wanderlan Vila Cruzeiro,2563806/wanderlan-vila-cruzeiro,,Light Heavyweight,,,,,,
5332,,Dave Cryer,3038386/dave-cryer,USA,,,,,,,
5333,,Andrew Cseh,4031359/andrew-cseh,Canada,Flyweight,,1991-04-08,Animal,,,
5334,,Renata Cseh-Lantos,3977986/renata-cseh-lantos,,,,,,,,
5335,,David Cubas,2965091/david-cubas,Peru,,,,,,,
5336,,Rayco Cubas,3952425/rayco-cubas,,,,,,,,
5337,,Thomas Cubas,2556681/thomas-cubas,,Lightweight,,,,,,
5338,,Daniel Cubitt,2559232/daniel-cubitt,,,,,,,,
5339,Orthodox,Jay Cucciniello,4350872/jay-cucciniello,England,Featherweight,,1986-07-23,Mellow Fellow,,145.0,67.0
5340,,Dann Cucuta,3110840/dann-cucuta,,,,1979-09-21,,,,
5341,,Enrique Cuellar,2977331/enrique-cuellar,,Bantamweight,,,,,,
5342,,Lisa Cuellar,4656083/lisa-cuellar,,,,,,,,
5343,,Yancy Cuellar,2989185/yancy-cuellar,,,,,,,,
5344,,Ian Cuesta,3089404/ian-cuesta,USA,Bantamweight,Hawaii Elite MMA,1988-02-16,,,,
5345,,Irak Cueto,4295400/irak-cueto,,,,1984-05-19,,,,
5346,,Andre Cuff,3943691/andre-cuff,USA,Bantamweight,,1993-07-05,,,,
5347,,Chris Cuff,3087365/chris-cuff,,,,,,,,
5348,,Liucai Cui,4286253/liucai-cui,,,,,,,,
5349,,Marius Cujba,3004923/marius-cujba,,,,,,,,
5350,,Ivo Cuk,3017906/ivo-cuk,Croatia,,,1980-01-24,,,220.0,71.0
5351,,Artiom Cula,4883341/artiom-cula,Moldova,,,1991-07-05,,,,
5352,Orthodox,Josh Culibao,4616087/josh-culibao,Australia,Lightweight,Australian Top Team,1994-05-24,Kuya,73.0,146.0,70.0
5353,,Cody Culkin,3094708/cody-culkin,USA,,,,,,,
5354,,John Cullen,3950373/john-cullen,,,,,,,,
5355,,Chris Culley,2952816/chris-culley,USA,,Millennia MMA,1986-03-25,,,,
5356,Orthodox,Abel Cullum,2516666/abel-cullum,USA,,Cullum Ground Fighting,1987-04-21,The Silent Assassin,,125.0,67.0
5357,,Jeremiah Cullum,4072648/jeremiah-cullum,,,,,,,,
5358,,Aaron Culpepper,3656985/aaron-culpepper,,,,,,,,
5359,,Carl Culpepper,3154863/carl-culpepper,USA,,,,,,,
5360,,Quinten Culpepper,4425853/quinten-culpepper,USA,,,1987-09-29,,,,
5361,,Slobodan Culum,4582792/slobodan-culum,Serbia,,,1989-07-28,,,,
5362,,Everett Cummings,4407908/everett-cummings,USA,,,1984-11-16,,,280.0,72.0
5363,,Gord Cummings,3104731/gord-cummings,,,,,,,,
5364,,Jack Cummings,3961414/jack-cummings,,,,,,,,
5365,,Justin Cummings,3003457/justin-cummings,,,,,,,,
5366,Southpaw,Zak Cummings,2512055/zak-cummings,USA,Middleweight,Glory MMA & Fitness,1984-08-02,,75.0,185.0,72.0
5367,,Ashley Cummins,3028066/ashley-cummins,USA,Women's Atomweight,Wolves Den MMA,1987-08-02,Smashley,,105.0,63.0
5368,,Joe Cummins,4883819/joe-cummins,England,,,,,,,
5369,,Kaileb Cummins,3111966/kaileb-cummins,,,,,,,,
5370,Orthodox,Patrick Cummins,2536068/patrick-cummins,USA,Light Heavyweight,Reign MMA,1980-11-16,Durkin,76.5,205.0,74.0
5371,,Paul Cummins,4278363/paul-cummins,,,,,,,,
5372,,Rachael Cummins,3041449/rachael-cummins,USA,,Reign MMA,,The Panther,,,
5373,,Tee Cummins,4751324/tee-cummins,USA,Light Heavyweight,Memphis Judo & Jiu-Jitsu,1992-08-23,,,205.0,71.0
5374,Orthodox,Luke Cummo,2335799/luke-cummo,USA,Welterweight,,1980-04-27,,74.5,,
5375,,Keith Cunagin,3026012/keith-cunagin,USA,,,1984-02-11,,,,
5376,,Robert Cunane,3022247/robert-cunane,,,,,,,,
5377,,Carolina Cunha,4233549/carolina-cunha,,,,,,,,
5378,,Danielle Cunha,4868126/danielle-cunha,,,,,,,,
5379,,Hugo Cunha,4863329/hugo-cunha,Brazil,Heavyweight,Tata Fight Team,1993-02-04,Silverback,,250.0,76.0
5380,,Rafael Cunha Campos,4388894/rafael-cunha-campos,Brazil,,,,,,,
5381,,A.J. Cunningham,4685730/aj-cunningham,,Featherweight,,1994-09-07,,,145.0,70.0
5382,,Adam Cunningham,2565148/adam-cunningham,,Lightweight,,,,,,
5383,Orthodox,Alton Cunningham,4339489/alton-cunningham,USA,Light Heavyweight,Pura Vida BJJ,1993-06-19,The Bo-Man,77.0,205.0,74.0
5384,,Baz Cunningham,3082861/baz-cunningham,,,,,,,,
5385,,Logan Cunningham,4246533/logan-cunningham,,,,,,,,
5386,,Tyson Cunningham,3722432/tyson-cunningham,,,,,,,,
5387,,Yajaira Cunningham,4868136/yajaira-cunningham,USA,,,1991-07-29,,,105.0,62.0
5388,,Ivan Curak,3900514/ivan-curak,,,,,,,,
5389,Southpaw,Santo Curatolo,4683418/santo-curatolo,USA,Flyweight,Catone MMA,1995-01-18,,63.0,125.0,63.0
5390,Orthodox,Larry Cureton,2951179/larry-cureton,,Open Weight,,,,,,
5391,,Vagner Curio,2559847/vagner-curio,,,,,,,,
5392,,Greg Curnut,2499998/greg-curnut,,Middleweight,,,,,,
5393,Orthodox,Jeff Curran,2335703/jeff-curran,USA,Bantamweight,Team Curran,1977-09-02,The Big Frog,69.0,,
5394,,Josh Curran,2500155/josh-curran,,Heavyweight,,,,,,
5395,Orthodox,Kailin Curran,3129344/kailin-curran,USA,Women's Strawweight,Reign MMA,1991-04-11,,65.0,115.0,63.0
5396,,Pat Curran,2501983/pat-curran,USA,Featherweight,Team Curran,1987-08-31,Paddy Mike,,145.0,69.0
5397,,Jordan Currie,3897968/jordan-currie,,,,,,,,
5398,,Will Currie,4848673/will-currie,England,Middleweight,,1998-11-12,,,,
5399,,Katia Curro,4234752/katia-curro,,,,,,,,
5400,,Ashleigh Curry,2618104/ashleigh-curry,,,,1985-09-17,,,,
5401,,Chad Curry,3949554/chad-curry,USA,Welterweight,,,,,,
5402,,Keenan Curry,3022169/keenan-curry,,,,,,,,
5403,Orthodox,Chris Curtis,2984770/chris-curtis,USA,Welterweight,Xtreme Couture,1987-07-15,The Action Man,75.5,185.0,70.0
5404,,Deangelo Curtis,4252458/deangelo-curtis,USA,,,,,,,
5405,,John Curtis,2555685/john-curtis,,Heavyweight,,,,,,
5406,,Johnny Curtis,2501139/johnny-curtis,,,,,,,,
5407,,Robert Curtis,3091521/robert-curtis,Canada,,,1989-09-02,,,,
5408,,Ryan Curtis,4236492/ryan-curtis,Ireland,,SBG Charlestown,,Chaos,,125.0,66.0
5409,,Gui Cury,4569300/gui-cury,USA,,,1986-09-09,,,145.0,69.0
5410,,Nicolae Cury,2559763/nicolae-cury,,,,,,,,
5411,,Joe Cushman,3959904/joe-cushman,,,,,,,,
5412,,Giovani de Lima Custodio,3028852/giovani-de-lima-custodio,,,,,,,,
5413,Southpaw,Ion Cutelaba,3994033/ion-cutelaba,Moldova,Light Heavyweight,Tiger Muay Thai,1993-12-14,The Hulk,75.0,205.0,73.0
5414,Orthodox,Gleidson Cutis,4372295/gleidson-cutis,Brazil,,,1989-02-07,,,185.0,69.0
5415,,Calie Cutler,3913478/calie-cutler,,,,,,,,
5416,,Rudy Cutnose,3089101/rudy-cutnose,,,,,,,,
5417,,Keith Cutrone,4256244/keith-cutrone,,Welterweight,,,,,,
5418,,Noah Cutter,4565616/noah-cutter,USA,,,,,,,
5419,,Mike Cutting,3950353/mike-cutting,England,Featherweight,,,,,,
5420,,Evan Cutts,2609344/evan-cutts,USA,,Fitness Fight Factory,1990-11-24,,,170.0,72.0
5421,,Arnaud Cuvelier,4421167/arnaud-cuvelier,France,Lightweight,,,,,,
5422,,Alexander Cverna,4835752/alexander-cverna,Czech Republic,,,,,,265.0,73.0
5423,Orthodox,Cris Cyborg,2354564/cris-cyborg,Brazil,Women's Featherweight,Chute Boxe,1985-07-09,Cyborg,68.0,145.0,68.0
5424,,Cyldemar Cyldemar,2966237/cyldemar-cyldemar,Brazil,,,,,,,
5425,,Hayley Cypert,4008518/hayley-cypert,,,,,,,,
5426,,Keoki Cypriano,2511208/keoki-cypriano,,Lightweight,,,,,,
5427,,Michael Cyr,4422027/michael-cyr,Canada,,,,,,,
5428,,Rath Cyrus,3073410/rath-cyrus,,,,,,,,
5429,,Jacek Czajczynski,3948578/jacek-czajczynski,,,,,,,,
5430,,Jeremy Czarnecki,3045733/jeremy-czarnecki,,,,,,,,
5431,,Martyna Czech,3439115/martyna-czech,,,,,,,,
5432,,Rafal Czechowski,4684850/rafal-czechowski,Poland,,,,,,,
5433,,Laszlo Czene,3166624/laszlo-czene,,,,,,,,
5434,,Tomasz Czerwinski,2969484/tomasz-czerwinski,,,,,,,,
5435,,Kamil Czyzewski,4911829/kamil-czyzewski,Poland,,,,,,,
5436,,Anthony D'Agostino,4213154/anthony-dagostino,,,,,,,,
5437,,Sarah D'Alelio,2558384/sarah-dalelio,USA,Women's Flyweight,Combat Sports Academy,1980-12-13,The Monster,,,
5438,,Rafael D'Alseco,3146337/rafael-dalseco,,,,,,,,
5439,,Sal D'amato,2593952/sal-damato,,,,,,,,
5440,,Orlando D'Ambrosio,4330125/orlando-dambrosio,Italy,,,,,,170.0,69.0
5441,,Anthony D'Angelo,2558528/anthony-dangelo,,Welterweight,,,,,,
5442,,Augustus D'Angelo,4423451/augustus-dangelo,USA,,,1993-11-04,,,,
5443,,Daniele D'Angelo,3988869/daniele-dangelo,Italy,,,,,,,
5444,,Kelly D'Angelo,4232926/kelly-dangelo,USA,Women's Atomweight,St. Charles MMA,1987-02-04,Wildfire,,105.0,62.0
5445,,Mike D'Angelo,4081027/mike-dangelo,USA,,,1990-05-30,,,,
5446,,Simone D'Anna,4375231/simone-danna,Italy,Featherweight,,1995-08-25,The Tiger,,145.0,69.0
5447,,Joe D'Arce,4059028/joe-darce,USA,,,,,,,
5448,,Laura D'Auguste,3077791/laura-dauguste,,,,,,,,
5449,,Leonardo D'auria,4407604/leonardo-dauria,,,,1983-08-18,,,,
5450,,Diego D'Avila,2978021/diego-davila,Brazil,,,,,,,
5451,,Raffaele D'eligio,4871157/raffaele-deligio,Italy,,,,,,,
5452,,Gary D'Hue,3956783/gary-dhue,,,,,,,,
5453,,Evasio D'Onofrio,4010771/evasio-donofrio,,,,,,,,
5454,,Fabiano da Conceicao,2960774/fabiano-da-conceicao,Brazil,,X-Gym,1988-02-18,,,,
5455,,Jamil Silveira da Conceicao,2966175/jamil-silveira-da-conceicao,Brazil,,,1986-09-02,,,,
5456,,John Teixeira da Conceicao,3110403/john-teixeira-da-conceicao,Brazil,,,1986-11-18,,,,
5457,,Lizianne Silveira da Conceicao,3143772/lizianne-silveira-da-conceicao,,,,,,,,
5458,,Rogerio Matias da Conceicao,3111301/rogerio-matias-da-conceicao,Brazil,Lightweight,,1986-02-07,,,,
5459,,Cristiano da Conceicao Justino,3417394/cristiano-da-conceicao-justino,,,,,,,,
5460,,Egidio da Costa,2488908/egidio-da-costa,,Middleweight,,,,,,
5461,,Jadison da Costa,3074427/jadison-da-costa,,,,,,,,
5462,,Levi da Costa,3045917/levi-da-costa,,,,,,,,
5463,,Raniel da Costa,4882195/raniel-da-costa,Brazil,,,,,,,
5464,,Stephane da Costa,3146916/stephane-da-costa,,,,,,,,
5465,,Allan Miguel da Costa Dantas,3896599/allan-miguel-da-costa-dantas,Brazil,Lightweight,,1982-07-23,,,,
5466,,Mario da Costa Jr.,4896497/mario-da-costa-jr,Brazil,Flyweight,,1990-05-18,,,,
5467,,Antonio Roberto da Costa Rodrigues,4245085/antonio-roberto-da-costa-rodrigues,,,,,,,,
5468,,"Luis Sergio da Fonseca Melo, Jr.",3061102/luis-sergio-da-fonseca-melo-jr,,Lightweight,,,,,,
5469,,Edezio Da Hora Santana,4876402/edezio-da-hora-santana,Brazil,Lightweight,CM System,1992-09-05,Deco,,155.0,68.0
5470,,Marcos da Matta,2517125/marcos-da-matta,USA,Featherweight,,1973-03-18,,,,
5471,,Joao Da Morte,4649324/joao-da-morte,,,,,,,,
5472,,Luis Eduardo da Paixao,2969490/luis-eduardo-da-paixao,,,,,,,,
5473,,Josema Jose da Paz,4404809/josema-jose-da-paz,Brazil,,,1987-01-15,,,145.0,69.0
5474,,Alan Esperanca da Rocha,3108872/alan-esperanca-da-rocha,,,,,,,,
5475,,Eduardo da Rocha,4406641/eduardo-da-rocha,Brazil,,,,,,,
5476,,Marcelo da Rocha,4288906/marcelo-da-rocha,,,,,,,,
5477,,Marinho Moreira da Rocha,3039888/marinho-moreira-da-rocha,Brazil,Welterweight,,1982-12-24,,,,
5478,,Henerson Da Rocha Duarte,4191977/henerson-da-rocha-duarte,Brazil,,,,,,,
5479,,Edson Da Rosa,4565995/edson-da-rosa,Brazil,,,1995-11-27,,,,
5480,Orthodox,Alex Da Silva,4420801/alex-da-silva,Brazil,Lightweight,Astra Fight Team,1996-02-04,Leko,73.0,155.0,68.0
5481,,Ana Paula da Silva,4030633/ana-paula-da-silva,,,,,,,,
5482,,Anderson da Silva,3946698/anderson-da-silva,,,,,,,,
5483,,Andre Da Silva,4034869/andre-da-silva,,,,,,,,
5484,,Antonio da Silva,4877942/antonio-da-silva,Brazil,,,1984-11-07,,,125.0,66.0
5485,,Arivaldo Batista da Silva,3047348/arivaldo-batista-da-silva,Brazil,,,,,,,
5486,,Armando Gomes da Silva,2565494/armando-gomes-da-silva,,,,,,,,
5487,,Arnaldo da Silva,4299763/arnaldo-da-silva,,,,,,,,
5488,,Aylla Caroline Lima da Silva,3081337/aylla-caroline-lima-da-silva,Brazil,,,1993-10-25,,,,
5489,,Bruno da Silva,4253150/bruno-da-silva,Brazil,,,,,,,
5490,,Bruno Da Silva,4706934/bruno-da-silva,Brazil,Lightweight,,1992-11-29,Amador,,155.0,70.0
5491,,Caio Felipe Bittencourt da Silva,4869427/caio-felipe-bittencourt-da-silva,Brazil,,,,Leao,,,
5492,,Celso Ricardo da Silva,4290966/celso-ricardo-da-silva,,,,,,,,
5493,,Cemir Jose da Silva,2966148/cemir-jose-da-silva,Brazil,,,,,,,
5494,,Claudionor Cardoso da Silva,3020429/claudionor-cardoso-da-silva,Brazil,Bantamweight,,,,,,
5495,,Cleber Da Silva,4325630/cleber-da-silva,Brazil,,,,,,,
5496,Switch,Daniel Da Silva,4895772/daniel-da-silva,Brazil,Flyweight,ATS Team Tres Rios,1996-06-05,Miojo,70.0,125.0,66.0
5497,,Davi Lucas da Silva,4869280/davi-lucas-da-silva,Brazil,,,,,,185.0,72.0
5498,,Diego da Silva,3417391/diego-da-silva,,,,,,,,
5499,,Edson da Silva,3077603/edson-da-silva,,,,,,,,
5500,,Eduardo Henrique da Silva,4877945/eduardo-henrique-da-silva,Brazil,,,1995-11-23,,,,
5501,,Erick da Silva,4698096/erick-da-silva,Brazil,,,1988-12-07,,,155.0,68.0
5502,,Fabiano da Silva,4359670/fabiano-da-silva,Brazil,,,,,,,
5503,,Fabio da Silva,4200482/fabio-da-silva,Brazil,,,,,,,
5504,,Felipi Ricardo da Silva,4712497/felipi-ricardo-da-silva,Brazil,,,1993-03-09,,,155.0,69.0
5505,,Francisco Cylderlan Lima da Silva,3001305/francisco-cylderlan-lima-da-silva,Brazil,,,,,,,
5506,,Genair da Silva,2559931/genair-da-silva,Brazil,Featherweight,,1983-12-26,Junior PQD,,,
5507,,Geovane Salviano da Silva,4288907/geovane-salviano-da-silva,,,,,,,,
5508,,Guy da Silva,4878607/guy-da-silva,Germany,,,,,,135.0,70.0
5509,Orthodox,Henrique da Silva,3991049/henrique-da-silva,Brazil,Light Heavyweight,Minhoca Top Team,1989-09-01,Frankenstein,76.5,205.0,76.0
5510,,Joao Carlos da Silva,4745084/joao-carlos-da-silva,,,,,,,,
5511,,Jose Carlos da Silva,3099604/jose-carlos-da-silva,,,,,,,,
5512,,Jose Luiz Domingues da Silva,4010689/jose-luiz-domingues-da-silva,,,,,,,,
5513,,Julien da Silva,4423999/julien-da-silva,France,,,1989-01-13,,,,
5514,,Kate Da Silva,3161697/kate-da-silva,New Zealand,,,1982-12-26,,,,
5515,,Kenya Miranda da Silva,4039960/kenya-miranda-da-silva,,Women's Flyweight,,1988-04-05,,,,
5516,,Lourival da Silva,3107990/lourival-da-silva,,,,,,,,
5517,,Luciano da Silva,3949588/luciano-da-silva,,,,,,,,
5518,,Luiz Carlos Gomes da Silva,4001925/luiz-carlos-gomes-da-silva,Brazil,,,,,,,
5519,,Luiz Gustavo Dutra da Silva,4069018/luiz-gustavo-dutra-da-silva,,,,,,,,
5520,,Marco Antonio Da Silva,4710390/marco-antonio-da-silva,Brazil,Flyweight,,1999-01-31,Vei,,125.0,66.0
5521,,Marcos da Silva,2614808/marcos-da-silva,,Middleweight,,,,,,
5522,,Marcos Wilson da Silva,3108873/marcos-wilson-da-silva,,,,,,,,
5523,,Matt Da Silva,4396369/matt-da-silva,,,,,,,,
5524,,Mauricio da Silva,3077613/mauricio-da-silva,,,,,,,,
5525,,Osmar da Silva,4200483/osmar-da-silva,Brazil,,,,,,,
5526,,Pedro da Silva,3099634/pedro-da-silva,,,,,,,,
5527,,Peter da Silva,2559620/peter-da-silva,,Middleweight,,,,,,
5528,,Rafael Macedo da Silva,3734019/rafael-macedo-da-silva,,,,,,,,
5529,,Reinaldo da Silva,3088667/reinaldo-da-silva,,,,,,,,
5530,,Roberto Bruno da Silva,3074425/roberto-bruno-da-silva,,,,,,,,
5531,,Rodrigo da Silva,2996745/rodrigo-da-silva,,,,,,,,
5532,,Roma Da Silva,4694965/roma-da-silva,England,,,,,,,
5533,,Romario Manoel da Silva,2585971/romario-manoel-da-silva,Brazil,Welterweight,,1980-07-21,,,,
