Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
,Raphael Butler,3099710/raphael-butler,USA,Heavyweight,,1984-01-04,The Silencer,,,
,Steve Butler,3017361/steve-butler,,,,,,,,
Southpaw,Todd Butler,2558003/todd-butler,,Middleweight,,,,,,
,Tra'von Butler,4833069/travon-butler,USA,Heavyweight,,1995-06-10,Wildman,,265.0,74.0
,Aleksei Butorin,3929541/aleksei-butorin,Russia,Light Heavyweight,Tiger Muay Thai,1986-07-08,,,205.0,72.0
,Maxim Butorin,4913004/maxim-butorin,Russia,,,1997-05-19,,,170.0,71.0
,Bartlomiej Butryn,3488495/bartlomiej-butryn,,,,,,,,
,David Butt,4064881/david-butt,,,,1989-08-09,,,,
,Cully Butterfield,3107533/cully-butterfield,USA,Middleweight,,,The Mason,,,
,Matt Butterfield,2977083/matt-butterfield,,Lightweight,,,,,,
,Scott Butters,4907966/scott-butters,England,,,,,,155.0,69.0
,Edward Button,2555435/edward-button,,,,,,,,
,Chance Butts,3025201/chance-butts,,,,,,,,
,Ramon Butts,4701976/ramon-butts,USA,,,1980-05-23,,,170.0,71.0
,Liviu Butuc,4077464/liviu-butuc,Italy,,,,,,,
Orthodox,JP Buys,4249185/jp-buys,South Africa,Flyweight,Fortis MMA,1996-04-30,Young Savage,67.0,136.0,65.0
,Lena Buytendijk,3023857/lena-buytendijk,,,,,,,,
,Marius Buzinskas,3050678/marius-buzinskas,,,,,,,,
Switch,Dennis Buzukja,4686735/dennis-buzukja,USA,Featherweight,Longo-Weidman MMA,1997-10-01,The Great,71.0,145.0,69.0
,Vladimir Byalobzitsky,4074016/vladimir-byalobzitsky,Russia,,,,,,,
,Yury Bybachkin,3909476/yury-bybachkin,Belarus,,,,,,,
,Zach Bye,3022149/zach-bye,,,,,,,,
,Jae Eun Byeon,4426143/jae-eun-byeon,,,,,,,,
,Keith Byer,3028654/keith-byer,,,,,,,,
,Frank Byers,4608472/frank-byers,,,,1978-10-26,,,155.0,71.0
,Davin Byfield,3088208/davin-byfield,,,,,,,,
,Sylvain Bynum,2964649/sylvain-bynum,,,,,,,,
,Adalaide Byrd,2593946/adalaide-byrd,,,,,,,,
,Byron Byrd,3088817/byron-byrd,,Middleweight,,1982-04-24,,,,
Orthodox,Charles Byrd,3020777/charles-byrd,USA,Middleweight,Fortis MMA,1983-10-11,Kid Dynamite,73.0,185.0,70.0
,Derik Byrd,3821547/derik-byrd,,,,,,,,
,Evan Byrne,3077830/evan-byrne,,,,,,,,
,Paul Byrne,4049943/paul-byrne,Ireland,,,,,,,
,Larry Byrnes,3031564/larry-byrnes,,,,,,,,
,Michael Byrnes,2517130/michael-byrnes,,Welterweight,,,,,,
,Mike Byrnes,3918908/mike-byrnes,USA,,,1990-07-17,,,,
Orthodox,Steve Byrnes,2556804/steve-byrnes,,Middleweight,,,,,,
,Sergei Bytchkov,3074870/sergei-bytchkov,,,,,,,,
,Evan Bzadough,2594096/evan-bzadough,,,,,,,,
,Daniel Caballero,4690552/daniel-caballero,Colombia,,,,,,,
,Vellore Caballero,3163522/vellore-caballero,USA,,,,,,,
,Evelyn Jessenia Caballero Llanes,4406657/evelyn-jessenia-caballero-llanes,,,,,,,,
,Taurus Cabbab,2502720/taurus-cabbab,,Middleweight,,,,,,
,Alessandro Cabeca,2965205/alessandro-cabeca,,,,,,,,
,Marcio Cabecao,3047351/marcio-cabecao,,,,,,,,
,Junior Cabeleira,3047358/junior-cabeleira,,,,,,,,
,Irene Cabello,3902703/irene-cabello,,,,,,,,
,Irene Cabello Rivera,4346510/irene-cabello-rivera,,,,,,,,
,Geneva Cabellow,3082132/geneva-cabellow,,,,,,,,
,Douglas Cabelo,3166104/douglas-cabelo,Brazil,,,,,,,
,Joey Cabezas,3099674/joey-cabezas,,,,,,,,
,Richie Cabinian,2594068/richie-cabinian,,,,,,,,
,Willian Cabocao,3675586/willian-cabocao,Brazil,,,,,,,
,Diego Cabral,4411387/diego-cabral,,,,,,,,
,Fernando Cabral,4232029/fernando-cabral,,,,,,,,
,Jose Cabral,4689796/jose-cabral,,,,1987-03-25,,,,
,Julio Cabral,3154003/julio-cabral,,,,,,,,
Orthodox,Yan Cabral,2585978/yan-cabral,Brazil,Lightweight,Nova Uniao ,1983-05-13,,73.0,,
,Sergio Cabrera,3099632/sergio-cabrera,,,,,,,,
,Osvaldo Cabrera Vergara,3954841/osvaldo-cabrera-vergara,,,,,,,,
,Marcos Cacador,3114248/marcos-cacador,,,,,,,,
,Adam Cacay,3110354/adam-cacay,,,,,,,,
Orthodox,Alvin Cacdac,2556828/alvin-cacdac,USA,Flyweight,,,,,,
Southpaw,Alex Caceres,2552906/alex-caceres,USA,Featherweight,MMA LAB,1988-06-20,Bruce Leeroy,73.5,146.0,70.0
,Jose Caceres,3088696/jose-caceres,USA,,South Miami Sports Performance,1987-06-05,The Fresh Prince,,170.0,74.0
Orthodox,Vince Cachero,4375203/vince-cachero,USA,Featherweight,A4 Fitness,1989-11-07,The Anomaly,68.0,135.0,66.0
Orthodox,Priscila Cachoeira,4277049/priscila-cachoeira,Brazil,Women's Flyweight,Parana Vale Tudo,1988-08-19,Zombie Girl,65.0,129.0,67.0
,Jadranko Cacic,3999620/jadranko-cacic,,,,,,,,
,Cacique Cacique,3047355/cacique-cacique,,,,,,,,
,Mitchell Cadeau,4292342/mitchell-cadeau,,,,,,,,
,Guilherme Cadena Martins,4020367/guilherme-cadena-martins,Spain,Lightweight,,1992-01-14,Warrior,,155.0,70.0
,Luis Cadeu,4082941/luis-cadeu,,,,,,,,
,Mitchell Cadlick,4049283/mitchell-cadlick,,,,,,,,
,Luiz Cado Simon,3147309/luiz-cado-simon,,,,,,,,
,Lee Caers,4012973/lee-caers,,,,,,,,
,Dan Caesar,2500172/dan-caesar,,,,,,,,
,Aleandro Caetano,4422303/aleandro-caetano,Brazil,,,,,,145.0,68.0
,Cleiton Caetano,4420534/cleiton-caetano,,Light Heavyweight,,,,,,
,Ryan Cafaro,4213330/ryan-cafaro,USA,,,1989-10-24,,,,
,Mendy Cafary,4566602/mendy-cafary,,,,,,,,
,Adam Caffrey,4396366/adam-caffrey,,,,,,,,
,Onur Caglar,4311139/onur-caglar,,,,,,,,
,Shawn Cahill,3027334/shawn-cahill,,Lightweight,,,,,,
,Paul Cahoon,3002020/paul-cahoon,,,,,,,,
,Yudi Cahyadi,4389091/yudi-cahyadi,Indonesia,,,,,,,
,Christopher Cain,3077835/christopher-cain,,,,,,,,
,Matt Cain,3154267/matt-cain,,,,,,,,
,Lucas Caio,3734006/lucas-caio,Brazil,,,1990-06-08,,,,
,Will Cairns,3109274/will-cairns,,,,,,,,
,Redouan Cairo,4808708/redouan-cairo,Netherlands,Heavyweight,,1982-11-29,The Spartan,,,
,Rafael Caixeta,4426195/rafael-caixeta,Brazil,,,,,,,
,Tony Caizedo,4236503/tony-caizedo,,,,,,,,
,P.J. Cajigas,4045945/pj-cajigas,USA,,,,,,170.0,74.0
,Petr Cajnak,3084480/petr-cajnak,,,,,,,,
,Peter Cakic,2555351/peter-cakic,,Light Heavyweight,,,,,,
,Mark Cal-loy,2594163/mark-cal-loy,,,,,,,,
,Dylan Cala,4085973/dylan-cala,USA,Bantamweight,,1993-03-05,,,135.0,68.0
,Andrew Calandrelli,3906592/andrew-calandrelli,USA,,,,,,,
,Nick Calandrino,2558519/nick-calandrino,,Welterweight,,,,,,
Orthodox,Travis Calanoc,2951161/travis-calanoc,,Catch Weight,,,The Dark Knight,,,
,Ricky Calatayud,4245104/ricky-calatayud,USA,,,1982-10-10,,,,
,Arnaud Calcus,4214379/arnaud-calcus,,,,,,,,
,Brad Calder,2967343/brad-calder,,,,,,,,
,Adam Calderon,3089299/adam-calderon,,,,,,,,
,Eric Calderon,3821545/eric-calderon,USA,,,1982-01-05,,,,
,Joaquin Calderon,4570029/joaquin-calderon,,,,,,,,
,Jorge Calderon,3954843/jorge-calderon,,,,,,,,
,Paola Calderon,4330058/paola-calderon,,,,,,,,
,Sergio Calderon,2556730/sergio-calderon,,Heavyweight,,,,,,
,Heyner Calderon Montero,4355912/heyner-calderon-montero,,,,,,,,
,Chase Caldwell,4252367/chase-caldwell,USA,,,,,,,
,Darrion Caldwell,2984782/darrion-caldwell,USA,Bantamweight,Sanford MMA,1987-12-19,,74.0,135.0,70.0
,Dean Caldwell,3016679/dean-caldwell,,,,,,,,
,Kelvin Caldwell,2593965/kelvin-caldwell,,,,,,,,
,Keon Caldwell,3040710/keon-caldwell,USA,Lightweight,,1989-11-16,,,,
,Marissa Caldwell,3024338/marissa-caldwell,,,,,,,,
,Chris Caleb,2501548/chris-caleb,,Lightweight,,,,,,
,William Calhoun III,4295248/william-calhoun-iii,USA,,,1992-08-18,,,145.0,67.0
,Ale Cali,3087053/ale-cali,,,,,,,,
,Nicolle Caliari,4239113/nicolle-caliari,Brazil,Women's Strawweight,,1996-11-04,,,115.0,63.0
,Rosary Califano,3024343/rosary-califano,,,,,,,,
,Abdul Aziz Caliim,4814924/abdul-aziz-caliim,Indonesia,,,,,,,
,Abdul Aziz Calim,4831998/abdul-aziz-calim,Indonesia,,,,,,,
,Florian Calin,4052829/florian-calin,,,,,,,,
,Fabrizio Calio,4905019/fabrizio-calio,Italy,,,,,,,
,Rudson Caliocane,4410702/rudson-caliocane,Brazil,Bantamweight,,,,,,
,Jean-Jaques Calistri Lefevre,4401192/jean-jaques-calistri-lefevre,,,,,,,,
,Leonard Caliwa,3985159/leonard-caliwa,Philippines,,,,,,,
,Taylor Callens,4684924/taylor-callens,USA,Lightweight,,1991-05-21,,,155.0,70.0
,David Callow,3027549/david-callow,,,,,,,,
,John Calloway,4245463/john-calloway,,,,,,,,
,Ben Callum,3026166/ben-callum,,Middleweight,,,,,,
,Mattia Calore,4686231/mattia-calore,Italy,Light Heavyweight,,,,,,
,Brandon Calton,4699461/brandon-calton,USA,Heavyweight,,1980-06-03,Bone Crusher,,265.0,77.0
,Lajos Calvaruso,4231750/lajos-calvaruso,Hungary,,,,,,,
,Adam Calver,3109296/adam-calver,,,,,,,,
,Guile Calvete,4070729/guile-calvete,,,,,,,,
Orthodox,Cynthia Calvillo,4085155/cynthia-calvillo,USA,Women's Flyweight,AKA (American Kickboxing Academy),1987-07-13,,64.0,126.0,64.0
,John Calvo,3025334/john-calvo,,,,,,,,
,Jose Luis Calvo,4424229/jose-luis-calvo,Costa Rica,,,1993-06-28,,,,
,Josh Calvo,2556778/josh-calvo,,,,,,,,
,Thomas Calvo,2990856/thomas-calvo,,,,,,,,
,Carlos Calvo Calvo,4896628/carlos-calvo-calvo,Costa Rica,Featherweight,,1998-06-18,,,145.0,67.0
,Jorge Calvo Martin,4038108/jorge-calvo-martin,Costa Rica,Flyweight,,1991-10-06,,,,
,Adrian Camacho,3096564/adrian-camacho,,,,,,,,
,Chance Camacho,4684499/chance-camacho,USA,,,,,,135.0,66.0
,Chris Camacho,4043049/chris-camacho,,,,,,,,
Orthodox,Frank Camacho,3115841/frank-camacho,Northern Marianas,Lightweight,Team Oyama,1989-05-18,The Crank,73.0,155.0,70.0
Orthodox,Joe Camacho,2354438/joe-camacho,,,,1972-03-10,,,,
,Joey Camacho,2556982/joey-camacho,,Bantamweight,,,,,,
,Mike Camacho,4230816/mike-camacho,,,,,,,,
,Camaleao Camaleao,3960739/camaleao-camaleao,,Middleweight,,,,,,
,Dindo Camansa,4389087/dindo-camansa,Philippines,,,,,,,
,Wagner Camara,4065375/wagner-camara,Brazil,,,,,,,
,Jefferson Camara Nascimento,4238112/jefferson-camara-nascimento,Brazil,,,,,,,
,Bruno Camargo,4411928/bruno-camargo,,,,,,,,
,Marco Antonio Camargo,4205803/marco-antonio-camargo,,,,,,,,
,Sergio Camargo,2951061/sergio-camargo,,,,,,,,
,Isaac Camarillo,4062428/isaac-camarillo,,,,,,,,
,Jason Camarillo,4017306/jason-camarillo,,,,,,,,
,Roland Cambal,4293147/roland-cambal,,,,,,,,
,Mohamed Cameche,4423995/mohamed-cameche,,,,,,,,
,Jeff Camera,3032839/jeff-camera,,,,,,,,
,Hugh Cameron,3892430/hugh-cameron,,,,,,,,
,Jeremy Cameron,4422124/jeremy-cameron,USA,,,,,,,
,Jordan Cameron,4617942/jordan-cameron,Australia,,,,The MVP,,,
,R'Mandel Cameron,4249224/rmandel-cameron,,,,1990-04-27,,,170.0,70.0
,Steve Cameron,3087272/steve-cameron,Canada,,,,,,,
,Matthew Camilleri,4883586/matthew-camilleri,Malta,Featherweight,,,,,,
,Julio Cesar Camillo,4320898/julio-cesar-camillo,Brazil,,,,,,,
,Eduardo Camilo,3026443/eduardo-camilo,,,,,,,,
,Joao Camilo,4714325/joao-camilo,Brazil,Flyweight,Nova Uniao ,1992-07-29,,,125.0,66.0
,Wanderley Camilo,4423263/wanderley-camilo,Brazil,,,1984-06-28,,,,
,Emmanuel Cammarata,4008543/emmanuel-cammarata,,,,,,,,
Orthodox,Fabricio Camoes,2495166/fabricio-camoes,Brazil,Lightweight,Black House MMA,1978-12-23,Morango,71.5,,
,Adriano Camolese,2555595/adriano-camolese,,Light Heavyweight,,,,,,
Orthodox,Brian Camozzi,3123194/brian-camozzi,USA,Welterweight,FactoryX Muay Thai,1991-06-24,Mantis,78.0,170.0,74.0
Orthodox,Chris Camozzi,2502414/chris-camozzi,USA,Light Heavyweight,FactoryX Muay Thai,1986-11-20,,78.0,203.0,75.0
,Christian Camp,4231387/christian-camp,,,,,,,,
,Donny Camp,4714348/donny-camp,USA,,,,,,,
,Raymond Camp,4423262/raymond-camp,USA,,,1982-10-14,,,,
,Ricky Camp,4346488/ricky-camp,Guam,Bantamweight,,,2 Slick,,135.0,67.0
,Brian Campbell,2556732/brian-campbell,,Light Heavyweight,,,,,,
,Charlie Campbell,4786358/charlie-campbell,USA,Lightweight,Longo-Weidman MMA,1995-07-03,The Cannibal,72.0,155.0,72.0
,Chuck Campbell,4704451/chuck-campbell,USA,,,,,,205.0,76.0
,Craig Campbell,3656983/craig-campbell,USA,Lightweight,,1985-04-29,,,155.0,67.0
,Dave Campbell,2989829/dave-campbell,,,,,,,,
,James Campbell,3899638/james-campbell,,,,,,,,
,Johnny Campbell,3142505/johnny-campbell,USA,Bantamweight,,1987-03-25,,,135.0,66.0
,Kitt Campbell,4252429/kitt-campbell,Australia,Welterweight,,1994-06-26,The Killer,74.0,170.0,74.0
,Marvin Campbell,4023576/marvin-campbell,England,,,,,,,
Southpaw,Mike Campbell,2504942/mike-campbell,,,,,,,,
,Nathan Campbell,2516643/nathan-campbell,,Welterweight,,,,,,
,Nick Campbell,3154218/nick-campbell,Canada,,,1983-06-18,,,,
,Pumau Campbell,3983477/pumau-campbell,,,,,,,,
,Randy Campbell,3029187/randy-campbell,,Featherweight,,,,,,
Orthodox,Shane Campbell,3011426/shane-campbell,Canada,Lightweight,,1988-01-21,Shaolin,71.0,155.0,72.0
,Steve Campbell,2502296/steve-campbell,,,,,,,,
,Thomas Campbell,2512963/thomas-campbell,,Bantamweight,,,,,,
,Titus Campbell,3041308/titus-campbell,,,,,,,,
,Russell Campbell III,4575865/russell-campbell-iii,USA,,,1994-11-01,,,,
Orthodox,John Campetella,2951162/john-campetella,,Open Weight,,,,,,
,Gabriela Campo,4712155/gabriela-campo,,,,,,,,
,Abraham Campos,4008493/abraham-campos,,,,,,,,
,Aldo Campos,4204354/aldo-campos,,,,,,,,
,Cain Campos,3074712/cain-campos,,,,,,,,
,Derek Campos,2959586/derek-campos,USA,,Mohler MMA,1988-04-01,The Stallion,,145.0,69.0
,Francisco Campos,2960769/francisco-campos,,,,,,,,
,Giselle Campos,4044288/giselle-campos,Brazil,,,,,,,
,Jose Campos,4294283/jose-campos,Peru,Welterweight,,,,,170.0,72.0
,Rick Campos,2594050/rick-campos,,,,,,,,
,Thiago Resende Campos,4082632/thiago-resende-campos,,,,,,,,
Southpaw,Wagner Campos,2957831/wagner-campos,Brazil,,,1981-07-31,,,,
,Jorge Campos Negrete,3953386/jorge-campos-negrete,,,,,,,,
,Daniele Camprestini,3146513/daniele-camprestini,,,,,,,,
Orthodox,Will Campuzano,2504562/will-campuzano,USA,Flyweight,Mohler MMA,1986-05-27,,70.0,,
Orthodox,Aleksa Camur,4426299/aleksa-camur,Serbia,Light Heavyweight,Strong Style Fight Team,1995-09-25,,74.0,205.0,73.0
Orthodox,Chico Camus,2523679/chico-camus,USA,Flyweight,Roufusport,1985-01-26,The King,66.0,,
,Ibo Can,4413540/ibo-can,,,,,,,,
,Carlos Enrique Canada,4882187/carlos-enrique-canada,Mexico,,,1986-07-27,,,155.0,68.0
,Daraughn Canada,4699874/daraughn-canada,,,,,,,,
,Chris Canale,3948718/chris-canale,USA,,,,,,,
,Serge Canario,3153146/serge-canario,,,,,,,,
,Joe Cancel,2966160/joe-cancel,,Lightweight,,,,,,
,Eugene Cancino,3960450/eugene-cancino,USA,,,,,,,
,Asbel Cancio,2951163/asbel-cancio,,Open Weight,,,,,,
,Emiliano Candau,3064778/emiliano-candau,,,,,,,,
,Cintia Candela Faria,4336364/cintia-candela-faria,Argentina,,,,,,,
Southpaw,Carlos Candelario,4013049/carlos-candelario,USA,Flyweight,Underdog BJJ,1991-06-04,The Cannon,68.0,125.0,68.0
,Cleverson Luiz Candido,4379292/cleverson-luiz-candido,Brazil,,,,,,,
,Cynthia Candido,4197449/cynthia-candido,,,,1996-01-02,,,,
Southpaw,Ronaldo Candido de Oliveira,4073937/ronaldo-candido-de-oliveira,Brazil,Flyweight,Nova Uniao ,1989-04-24,Pac-Man,,,
,Goce Candovski,2558864/goce-candovski,,Light Heavyweight,,,,,,
Southpaw,Luiz Cane,2335634/luiz-cane,Brazil,,The Armory,1981-04-02,Banha,77.0,,
,Carlos Canez,3040383/carlos-canez,,,,,,,,
,Troy Canfield,3090125/troy-canfield,,Welterweight,,,,,,
,Benoit Canfora,3821337/benoit-canfora,,,,,,,,
,Swain Cangco,3929547/swain-cangco,,,,,,,,
,Lonnie Canida,2502014/lonnie-canida,,Middleweight,,,,,,
,Omer Cankardesler,4292421/omer-cankardesler,Germany,Bantamweight,Team MMA Spirit,1984-10-30,,,135.0,67.0
,Hans Canko,3115840/hans-canko,USA,,,1972-09-20,,,,
,Bruno Cannetti,4565617/bruno-cannetti,Argentina,Featherweight,,,,,145.0,67.0
Southpaw,Guido Cannetti,2989857/guido-cannetti,Argentina,Bantamweight,Our Town MMA,1979-12-19,Ninja,68.0,135.0,66.0
,David Cannon,3098621/david-cannon,,Middleweight,,,,,,
,Mike Cannon,3105545/mike-cannon,USA,,,,,,,
Switch,Jared Cannonier,3154860/jared-cannonier,USA,Middleweight,MMA LAB,1984-03-16,The Killa Gorilla,77.5,185.0,71.0
,Antonio Cano,4835145/antonio-cano,Mexico,Heavyweight,,,Tony,,,
,Conan Cano,3031733/conan-cano,,,,,,,,
,Massimiliano Canonico,4011894/massimiliano-canonico,Italy,,,,,,,
Orthodox,Jose Canseco,3110329/jose-canseco,,Open Weight,,,,,,
,Cody Canterbury,2951164/cody-canterbury,,Catch Weight,,,,,,
,Chico Cantiberos,3074419/chico-cantiberos,,,,,,,,
,Wesley Cantillo,2500737/wesley-cantillo,USA,,,,,,,
,Sean Cantor,3092517/sean-cantor,USA,Bantamweight,,,,,,
Orthodox,Bo Cantrell,2354559/bo-cantrell,,Heavyweight,,1969-02-08,Redrum,,,
,Chris Cantrell,2500335/chris-cantrell,,Lightweight,,,,,,
,Alan Cantu Garcia,3113198/alan-cantu-garcia,,,,,,,,
,Mayra Cantuaria Rodrigues,4233548/mayra-cantuaria-rodrigues,,,,,,,,
,Alisa Cantwell,3041827/alisa-cantwell,,,,,,,,
Orthodox,Steve Cantwell,2335633/steve-cantwell,USA,Middleweight,One Kick's MMA,1986-12-08,The Robot,75.0,,
,Felipe Canty,4252262/felipe-canty,,,,,,,,
,Spencer Canup,2558032/spencer-canup,,Middleweight,,,,,,
,Raquel Canuto,2975423/raquel-canuto,,,,,,,135.0,67.0
,Raquel Canuto,4686719/raquel-canuto,USA,Women's Bantamweight,Drysdale Jiu-Jitsu,1990-10-14,Lionheart,,,
,Santiago Cao,3149475/santiago-cao,Argentina,Featherweight,,,,,,
,Matteo Capaccioli,4330124/matteo-capaccioli,Italy,,,,,,,
,Paul Capaldo,4875516/paul-capaldo,USA,Bantamweight,Catone MMA,1996-12-27,,,135.0,67.0
,Capataz Capataz,2502370/capataz-capataz,,Light Heavyweight,,,,,,
,Bruno Capdeville,3022151/bruno-capdeville,,,,,,,,
,Chris Cape,3124011/chris-cape,,,,,,,,
,Jacob Capelli,3153104/jacob-capelli,,,,,,,,
,Bruno Capelosa,3153292/bruno-capelosa,,,,,,,,
,Denilson Capetinha,3047357/denilson-capetinha,,,,,,,,
,Adriano Capitulino,4068070/adriano-capitulino,Brazil,Welterweight,,1984-07-04,,,,
,Thiago Capixaba,3417387/thiago-capixaba,,,,,,,,
,Peter Capkovic,4426133/peter-capkovic,,,,,,,,
,Dustin Caplinger,2965100/dustin-caplinger,,,,,,,,
,Dmitrii Capmari,3918899/dmitrii-capmari,Moldova,,,,,,,
,Fabiano Capoani,2527870/fabiano-capoani,,,,,,,,
,Joao Capoeira,3149314/joao-capoeira,,,,,,,,
,Rodrigo Capoeira,3076802/rodrigo-capoeira,,,,,,,,
,Jeremie Capony,4408082/jeremie-capony,,,,,,,,
,Rodrigo Caporal,2966145/rodrigo-caporal,Hong Kong,,,,,,,
,Pietro Cappelli,4071589/pietro-cappelli,Italy,,,,,,,
,Bruno Cappelozza,3949930/bruno-cappelozza,Brazil,Heavyweight,Corinthians MMA,1989-05-20,,79.0,237.0,74.0
,Massimo Capussela,3924280/massimo-capussela,,,,,,,,
,Karlo Caput,4794111/karlo-caput,Croatia,,,1992-09-18,,,155.0,71.0
,Facundo Carabajal,4424583/facundo-carabajal,Argentina,,,,,,,
,Frank Caraballo,2558088/frank-caraballo,,,,1984-12-18,,,,
,Frank Carabello,2502382/frank-carabello,,,,,,,,
Orthodox,Phil Caracappa,4303035/phil-caracappa,USA,Bantamweight,,1992-06-05,,70.0,135.0,68.0
,Frank Caracci,2558138/frank-caracci,,Lightweight,,,,,,
,Eugen Caraman,4871150/eugen-caraman,Moldova,,,,,,,
Orthodox,Gina Carano,2335794/gina-carano,USA,Women's Bantamweight,Xtreme Couture,1982-04-16,Conviction,,,
Orthodox,Bryan Caraway,2504179/bryan-caraway,USA,Bantamweight,Xtreme Couture,1984-08-04,Kid Lightning,68.0,135.0,68.0
,Jason Carbajal,3157020/jason-carbajal,,,,,,,,
,Jose Carbajal,3012320/jose-carbajal,USA,,,,,,,
,Jarrod Card,2504830/jarrod-card,,,,,,,,
,Remo Cardarelli,3905167/remo-cardarelli,USA,,,,,,,
,Daniel Cardbonel,4648597/daniel-cardbonel,,,,,,,,
,Phil Cardella,2554932/phil-cardella,,Lightweight,,,,,,
,Edgar Cardenas,2556653/edgar-cardenas,,Catch Weight,,,,,,
,Esther Cardenas,4886561/esther-cardenas,,,,,,,,
,Ivan Cardenas,4893019/ivan-cardenas,Mexico,Featherweight,,,,,,
,Jennie Cardenas,3162334/jennie-cardenas,,,,,,,,
,Jason Cardillo,4565614/jason-cardillo,USA,,,1983-03-08,,,,
,Adrian Cardinal,3167322/adrian-cardinal,,,,,,,,
,Brad Cardinal,2556385/brad-cardinal,,Featherweight,,,,,,
,Kyle Cardinal,4266852/kyle-cardinal,,,,,,,,
,Johnny Cardona,3102636/johnny-cardona,,,,,,,,
,Mike Cardosa,2613412/mike-cardosa,,Welterweight,,,,,,
,Abenilson Cardoso,3091147/abenilson-cardoso,,,,,,,,
,Ademir Cardoso,4238313/ademir-cardoso,Brazil,,,,,,,
,Aldecir Cardoso,4393847/aldecir-cardoso,,,,,,,,
,Bruno Cardoso,4896553/bruno-cardoso,Brazil,,,1987-09-16,,,155.0,68.0
,Cleison Cardoso,3091153/cleison-cardoso,,,,,,,,
,Erick Cardoso,3017971/erick-cardoso,Brazil,,,,,,,
,Giliarde Cardoso,4688521/giliarde-cardoso,Brazil,,,,,,,
,Jayme Cardoso,4910219/jayme-cardoso,,,,,,,,
,Josimar Cardoso,4192003/josimar-cardoso,Brazil,,,,,,,
,Maicon Cardoso,4710393/maicon-cardoso,Brazil,Bantamweight,,,,,,
,Michael Cardoso,4591932/michael-cardoso,,,,,,,,
,Paulo Cesar Cardoso,4379284/paulo-cesar-cardoso,Brazil,,,,,,135.0,68.0
,Thiago Cardoso,4082616/thiago-cardoso,,,,,,,,
,Tiago Cardoso,4231529/tiago-cardoso,British Virgin Islands,,,1989-10-28,Tiagao,,265.0,79.0
,Wernei Cardoso,3095971/wernei-cardoso,,,,,,,,
,Gisele Cardoso Batista,3925485/gisele-cardoso-batista,,,,,,,,
,Danilo Cardoso Sanolini,2969812/danilo-cardoso-sanolini,,,,,,,,
,Gustavo Careca,2966221/gustavo-careca,Brazil,,,,,,,
,Frank Carelli,2354113/frank-carelli,,Welterweight,,,,,,
,Daniel Carey,4357587/daniel-carey,USA,,,1990-01-22,,,145.0,67.0
,James Carey,3087842/james-carey,,Bantamweight,,,,,,
,Nate Carey,2554939/nate-carey,,Light Heavyweight,,,,,,
,Shane Carey,3074489/shane-carey,,,,,,,,
Southpaw,Chris Cariaso,2504552/chris-cariaso,USA,Flyweight,Fight and Fitness,1981-05-27,Kamikaze,63.5,,
,Jose Carillo,2354322/jose-carillo,,Lightweight,,,,,,
,Ronald Carillo,2951165/ronald-carillo,,,,,,,,
,Marta Carini,4816262/marta-carini,Italy,,,1988-06-19,,,,
Orthodox,Rafael Carino,2502197/rafael-carino,,Heavyweight,,,,,,
,Anderson Carioca,2965193/anderson-carioca,,,,,,,,
,Angelo Carioca,3166097/angelo-carioca,Brazil,,,,,,,
,Ronaldo Carioca,4238319/ronaldo-carioca,Brazil,,,,,,,
,Elifrank Cariolano,2960778/elifrank-cariolano,Brazil,,,,,,,
,Carol Cariri,4871200/carol-cariri,Brazil,,,,,,,
,Steve Carl,2514887/steve-carl,USA,Welterweight,American Top Team,1984-12-20,,,,
,Louis-Philippe Carles,2516122/louis-philippe-carles,,Welterweight,,,,,,
,Vander Carlini,3153293/vander-carlini,Brazil,Middleweight,,,,,,
,Deron Carlis,4288903/deron-carlis,,,,,,,,
,Jean Carlo,4905858/jean-carlo,Brazil,,,,,,,
,Don Carlo-Clauss,2553776/don-carlo-clauss,USA,Lightweight,,,,,,
,Alan Carlos,2590014/alan-carlos,Brazil,Middleweight,Halmstad MMA,1983-09-07,The Brazilian Viking,,205.0,75.0
,Antonio Carlos,3074435/antonio-carlos,,,,,,,,
,Ed Carlos,3254989/ed-carlos,,,,,,,,
,Jhonny Carlos,4393844/jhonny-carlos,Brazil,,,,,,,
,Jose Carlos,4782963/jose-carlos,Brazil,,,1990-09-21,,,,
,Luiz Carlos,4295205/luiz-carlos,Brazil,,,,,,,
,Robert Carlos,3962587/robert-carlos,,,,,,,,
,Rodrigo Carlos,3088831/rodrigo-carlos,Brazil,,,,,,,
,Sidemar Carlos,4421768/sidemar-carlos,Brazil,,,1985-06-03,,,,
,Uyran Carlos,3153355/uyran-carlos,,,,,,,,
,Wendres Carlos da Silva,2559819/wendres-carlos-da-silva,,,,,,,,
Orthodox,Antonio Carlos Jr.,3108772/antonio-carlos-jr,Brazil,Middleweight,American Top Team,1990-03-16,Shoeface,79.0,205.0,74.0
,Antonio Carlos Ribeiro,4701111/antonio-carlos-ribeiro,,,,,,,,
,Simon Carlsen,2967029/simon-carlsen,Denmark,,,,,,,
,Ben Carlson,2554869/ben-carlson,,Featherweight,,,,,,
,Brandon Carlson,2553920/brandon-carlson,,Lightweight,,,,,,
